VS_APPROX_adjusted,HORIZON_Z_adjusted
0.0,0.0
21.32632470357663,0.8842728173349315
21.423011648180022,0.8882831759419787
21.519700459490764,0.8916170398388203
46.42155102786654,1.7506772692067898
92.44251021081385,3.339099759634337
166.43417880195784,5.891305642096995
166.5339127303548,5.894743603259485
166.63364681603423,5.898630900554053
185.89244915632867,6.649168142399503
280.5678497827114,10.340098841934378
374.27758949896156,13.99292710539703
412.1146039507354,15.465549026464942
412.21450089310224,15.469433447711708
412.3143981092867,15.472027454454292
469.186034913954,16.948756995238
563.1611743262383,19.388821296346578
588.7025090926013,20.051995369007273
588.8024754770333,20.054590970923527
588.9024418640686,20.057982666165117
658.1296995801642,22.406729855043523
710.2536882892557,24.17527225086633
710.3535733457779,24.178661478805225
710.4534581941953,24.182570192131607
752.025066333751,25.80947206456767
794.5822658489981,27.474972980655366
794.6820485822345,27.47887782916223
794.7818313149846,27.48105241110352
846.8181497035034,28.615035057444402
879.550151772024,29.328298137788806
879.6499562776755,29.330472966934394
879.7497608540023,29.33422166055425
940.6431940897626,31.621382354716843
1010.7590992233863,34.25491979113576
1010.8590111270003,34.2586724595003
1010.9589231116145,34.26236444677306
1035.5396175617532,35.17068001731968
1129.485667322513,38.642313144155196
1224.429960700621,42.15108540417168
1262.8464274248513,43.57079144652016
1262.9463664761172,43.574484559039774
1263.0463054517609,43.57882057142888
1318.344046614043,45.97958839932653
1399.9067428332066,49.52181764799025
1400.0066420665485,49.52615478009466
1400.1065413854453,49.53156036328619
1412.2149509125422,50.18674186455428
1507.1538584553684,55.3232138349631
1527.7225590975243,56.43596919684933
1527.8224980069328,56.44137609329118
1527.9224368320276,56.447448320566764
1601.0518672376713,60.895234917945345
1695.7654030872866,66.66471994373933
1790.4797406518671,72.43377218477508
1857.7321720167035,76.52682109523084
1857.8319783494674,76.53289431497433
1857.9317847140667,76.53678010473959
1884.2908968006575,77.56296855875735
1942.3982219642628,79.82553904786073
1942.4979600316549,79.82942351915335
1942.5976979536701,79.83100795111932
1978.0580770494928,80.39438729727408
2071.8827127004597,81.88420196656625
2101.795906939261,82.35875561276225
2101.895850535553,82.36034076226133
2101.995794190566,82.36470630524855
2159.149650416369,84.86238764465998
2159.2495442345107,84.86675520141944
2159.34943781931,84.87304774376207
2166.8134018311866,85.34325516444369
2260.730403995619,91.25714978253563
2277.4986990402203,92.31243683103276
2277.5986117308894,92.31872430393014
2277.6985243961262,92.31880716571868
2355.634493174589,92.38343917887141
2418.8029779381895,92.43582483913269
2418.9029421588893,92.43590774452241
2419.0029064301525,92.4401834970995
2449.5788801492427,93.74814596270699
2544.545984472955,97.81103763802275
2605.9561186218134,100.43814722541538
2606.056087411308,100.44242362848127
2606.156056200747,100.44239749215922
2637.5161638390646,100.43419872545564
2715.289946824666,100.41386653582231
2715.3899111253777,100.41384040308913
2715.489875420092,100.41657546428723
2732.4837106024934,100.88153423752374
2824.1996143938904,103.39135087074101
2824.299423908228,103.3940826327871
2824.3992330726905,103.39449755985152
2826.4008107098643,103.40281858658636
2920.3156840642214,103.79314266424262
2938.2609352617974,103.86770414022612
2938.360909691215,103.86811951886375
2938.460884126678,103.86883465834035
3015.2887558503435,104.41851177868739
3110.2367014444962,105.09807487957005
3192.8209464978454,105.68907772433886
3192.9209265768623,105.68979301977015
3193.020906693302,105.69248240454363
3204.198903298702,105.99316669071959
3266.161121798141,107.66053499009467
3266.260954229432,107.66322235773077
3266.360786091931,107.66611856878626
3299.0704307189017,108.61607704774178
3390.022612360229,111.25913675008633
3390.122280116774,111.26203173601061
3390.221947949257,111.26423307929144
3392.723378710658,111.3194809572833
3486.368409994384,113.38835195955653
3519.9885054552697,114.13092198969935
3520.088216933489,114.13312312054768
3520.1879287771617,114.13441030879949
3580.1311434505105,114.9079402710704
3675.039794343975,116.13204532722011
3704.076976201807,116.50640773087252
3704.176935587444,116.50769613562625
3704.2768950200325,116.51112951823052
3768.981765530165,118.73572556789259
3862.8437506264454,121.9663333061253
3923.1684329689197,124.04175381002642
3923.2683642674474,124.04518989280223
3923.3682956589782,124.04630413719497
3957.7570648752007,124.42965166022623
4051.679807984244,125.47688733222276
4113.033684294015,126.16115079398878
4113.133606786698,126.16226496606032
4113.233529348012,126.16293090095132
4145.5953961425585,126.37860522201117
4240.547501717312,127.01137429010487
4269.6001224645715,127.20497404181151
4269.700046184166,127.20563990931805
4269.799969911417,127.21180610647934
4334.4770184089575,131.20302817661286
4389.8753423681355,134.6223596311047
4389.97519955258,134.62852424742232
4390.075056584324,134.63405595007134
4429.349556418222,136.81018228147877
4523.194079507906,142.00970054532627
4550.226486402632,143.5075344492525
4550.326268413017,143.51306500553255
4550.4260500276805,143.51735075679426
4617.889512606399,146.41912970144767
4706.722469396101,150.2435829020942
4706.822075735585,150.24786900028266
4706.921682256918,150.24873132260655
4711.442017630312,150.28786475169
4805.28885764119,151.09949949844668
4867.315896245686,151.6354278904546
4867.415845508593,151.63629150650922
4867.515794717636,151.63945369856447
4899.24747425671,152.6433705164436
4994.189948352121,155.64723029657398
5088.118343605962,158.62062159200286
5182.964174862736,161.6242154497868
5183.729257929485,161.64844157005064
5183.829084643166,161.6516025693927
5183.928911252822,161.65143284000078
5276.649236775167,161.49332478267934
5360.402731582697,161.3503384259584
5360.5024956214165,161.3501684020157
5360.602260003961,161.34922618429664
5370.282325334845,161.25781034698775
5464.197920754351,160.37162431143406
5544.042092578616,159.61875974527175
5544.1420340887635,159.61781735809564
5544.241975528968,159.6224956274673
5558.160304397645,160.2740154830226
5667.085282323313,165.37282721978227
