VS_APPROX_adjusted,HORIZON_Z_adjusted
0.0,0.0
0.09560215909343128,-0.002950900870928308
0.1912078416728491,0.0022849271936138393
44.48185035945767,2.426690044476345
49.04713057441418,2.6764572273841623
49.14431970399562,2.6817742057046416
49.24151113103139,2.6920337937735894
62.80287914410715,4.123421932308702
62.90038350602234,4.133712280086911
62.99789003108799,4.131187506513015
98.22796337059546,3.219169074734964
98.32618849946161,3.2166268456239777
98.4244154464707,3.2159020892922854
138.61692026788842,2.919393760696039
139.0170027389858,2.9164427450123185
139.11590487405454,2.9157132429481862
139.21480988615767,2.9194566184451105
229.9720821008348,6.354785775138225
230.07201458159565,6.358568763318544
230.1719464338186,6.3603771039124695
232.32188205162535,6.39928231633894
277.0011535391244,7.2078549036850745
277.1009369876758,7.209660814700328
277.2007200538018,7.207426303291868
327.09279794599604,6.090089696706855
377.01716346168666,4.972368496804847
377.1169010084202,4.970136357291267
377.2166388381012,4.977377763936602
419.8251893882921,8.071299369681583
468.3397227551188,11.594424480985253
468.4395044292271,11.601670530262709
468.5392860159674,11.607272415592888
514.6178686683717,14.194152234220383
564.305197982425,16.98363218580016
564.405046232089,16.98923782521888
564.5048946681172,16.992401221681575
610.4638917708268,18.448496689714375
680.3928116192341,20.663927407655137
680.4927322879237,20.667092830732145
680.5926529506993,20.6699971330454
705.3886320484248,21.39070637470104
759.3323449133594,22.958755242354528
759.4323117228315,22.96166142048787
759.5322785022828,22.96444206812521
800.3423736512256,24.09994894238116
884.9951715025368,26.45664946524812
885.0949831288688,26.459428882481006
885.1947945926174,26.462459176003904
895.2120847262138,26.766597304893367
990.0125710760989,29.645099093660974
1072.197089896793,32.139690023936055
1072.2969768896733,32.14272078997237
1072.3968637467578,32.1449857116786
1084.8912835928584,32.42828610271863
1177.765789219442,34.53376918742288
1272.6368920205548,36.68395108213008
1276.597420636264,36.77370455359596
1276.697285756674,36.77596774248923
1276.7971508773364,36.78151153042381
1356.4422325175844,41.205029238029965
1356.5420480338914,41.21057578757063
1356.641863425766,41.21410487031244
1367.4893188568046,41.597649774628735
1462.278302983892,44.94770379203874
1512.1601785597811,46.70943272106888
1512.2598895124895,46.712953671409196
1512.3596004578078,46.71605803845887
1554.010321687372,48.01287371565195
1649.6828721412444,50.99188748553024
1709.0688554940452,52.84118988332921
1709.1686082156407,52.84429647061188
1709.2683611109912,52.84615789140298
1745.4175951363384,53.520817227994485
1840.207956843635,55.290533363222494
1933.1003716304133,57.02406322383467
1937.6425429657468,57.1087734366447
1937.7425184959166,57.11063793874928
1937.8424940487432,57.11292262388088
2027.0847672470447,59.15235808068428
2122.067599711136,61.32306536406941
2175.9132707683834,62.55366319483619
2176.0132379183847,62.55594785625908
2176.1132050618003,62.55907239257613
2217.0367131789494,63.83815861439325
2312.9944309801144,66.83733818033761
2406.931970484079,69.7732933566167
2501.8447136393283,72.7398540760496
2582.3451092157125,75.25576345193986
2582.445087006363,75.25888766772914
2582.5450647877346,75.26010627386677
2597.801399242216,75.44607525996798
2692.7759207476392,76.60390382237892
2696.3360313850553,76.64730690930264
2696.436000228319,76.64852568925198
2696.535969022052,76.65201844228432
2787.719598366598,79.83890932456961
2827.7226391158542,81.23744112451277
2827.8225532979536,81.24093404482483
2827.9224675056894,81.2435942031716
2881.6403614410433,82.67373081504957
2977.576050368131,85.2275600716348
3072.5116862292743,87.75476769410488
3158.4982532348954,90.04267845658251
3158.5982306429223,90.0453372319771
3158.698208019246,90.05026314572024
3167.4794130297373,90.48292294811836
3261.4212384990165,95.11149365931851
3355.356908208186,99.74034858125742
3450.2972550772497,104.41964359578924
3481.4159184099335,105.95344434615072
3481.5158411910093,105.95836940278787
3481.6157639628723,105.96347593457904
3545.222336541974,109.21401812262957
3608.1259923664993,112.4289780388026
3608.225885976193,112.43408415954946
3608.3257795446693,112.44102844480403
3640.126569698099,114.6519261708163
3733.962638116351,121.18075782375854
3828.8202747417613,127.77725097124312
3844.801958282362,128.8871428040693
3844.901833882884,128.89407792028032
3845.0017094309283,128.8965843588776
3924.667725285551,130.89614024890034
3961.4110480953454,131.8184825737444
3961.5108225447607,131.82098708939884
3961.6105970025233,131.81805520985654
4019.4536206130456,130.11840341436437
4035.3677564339573,129.65081427581208
4035.4675453639625,129.64788234453044
4035.567334364912,129.6508790889984
4113.269944200053,131.98458533516714
4209.071862032632,134.86219581671685
4302.95383694873,137.6818930672216
4318.99977698903,138.16378107045603
4319.099741294851,138.16678318885897
4319.199705649623,138.1693676265113
4397.931628831613,140.20481552706406
4492.922816493194,142.6605460339415
4586.910636236538,145.0904958259689
4681.870005444814,147.54612466481194
4776.78736509898,150.00109446082388
4819.338172817912,151.1016527257343
4819.438071848729,151.10423657102
4819.537970863246,151.1065365946488
4868.693864185116,152.23827664946475
4962.585462573587,154.39988428658035
5055.49375398637,156.53828616952524
5081.652267483532,157.14015069556444
5081.752214818677,157.1424500283374
5081.852162234393,157.14548561248012
5150.451092555689,159.22935976897497
5245.417133556793,162.1148386895402
5340.367584885294,165.00016659413996
5434.329286645426,167.85496976502873
5475.119525792384,169.09399485793256
5475.219491850633,169.0970314346505
5475.319457897727,169.10099714790522
5529.296187574836,171.2422509659591
5625.214594343228,175.04781990068295
5720.124038837182,178.8129191672324
5814.019143558297,182.53651264760992
5907.899246025577,186.2596559262838
