VS_APPROX_adjusted,HORIZON_Z_adjusted
0.0,0.0
70.66153302244686,3.5571820223158284
70.76141807549448,3.562211527776526
70.86130300315062,3.5668326002487447
94.76055903212136,4.672770015391507
188.5423598661181,9.013980988380354
192.61782122381715,9.202647421025176
192.71758284980672,9.207265520879446
192.8173446447463,9.210320854999736
283.36936566310123,11.98245423458684
348.09799933343083,13.962003850669134
348.1979699101148,13.965059292489968
348.2979403938066,13.963415931844793
378.31648062452723,13.469790349039613
473.1935317052521,11.90885317952052
567.1243916824451,10.364143171676915
628.4151630894455,9.3573864864411
628.5150695213249,9.35574639553306
628.6149756950542,9.362481683034275
662.0476513978251,11.617728883486052
755.7416776330308,17.947721610844383
795.3997324229301,20.628109204057182
795.4994444351469,20.63484482851709
795.5991568318827,20.64089965358471
850.4854171923475,23.972794253953907
945.3232539059718,29.728427189967988
1034.2303160063982,35.11979985722792
1034.3301843875076,35.12585095453687
1034.4300525154158,35.130594849320914
1040.2012821854566,35.40477857015867
1135.012412152279,39.91312935662245
1229.7332450371134,44.421709665746675
1320.4210132683186,48.730968391791976
1320.5209902555946,48.735709704511464
1320.6209673428236,48.740251243414605
1324.6058056253962,48.921264866055935
1419.5736011617607,53.235189770608486
1514.5484905509186,57.549353993470504
1565.3444493892305,59.8566066256426
1565.4443611574468,59.861144648288246
1565.5442726637273,59.86899745167648
1609.4583621999366,63.321764719305065
1615.6236777983925,63.806672255986996
1615.7234437576265,63.81451868300428
1615.8232098602123,63.81781712274096
1704.2821157326864,66.74177402227178
1763.938667054654,68.71267533562423
1764.0386033494985,68.71597601338908
1764.1385396413937,68.719543485553
1798.2038720382554,69.93587523676797
1842.1831567062711,71.5059091614421
1842.2831070199484,71.50947584297683
1842.3830572722143,71.51527113485463
1893.1293060453188,74.45959927463264
1986.9475315693346,79.90726465815715
2008.741739442052,81.17275725923719
2008.8415882790007,81.17855429652263
2008.9414373865422,81.18047813437443
2081.8535355197027,82.58480784195672
2134.1389707722647,83.59214578360115
2134.2386397321416,83.59406725988083
2134.3383077210883,83.59996181885799
2176.5318026445357,86.09951345551963
2270.6866550691266,91.68611602481542
2274.7736941562107,91.92856046996349
2274.872845973696,88.94686870330406
2274.9719991642487,88.95075058775001
2364.3044599074574,92.44175282763717
2372.4034653040326,92.7576558456858
2372.5034018603765,92.76155362156715
2372.6033385513574,92.76606475551307
2459.2718208799242,96.67975900654346
2554.204367952064,100.96966673713541
2605.2827110877643,103.27835981662065
2605.3825262127966,103.28287088725301
2605.482341157899,103.29094434045692
2649.0244680776086,106.81233707002684
2743.749526392351,114.47377598007006
2768.4653180537225,116.47331832606869
2768.5650299946365,116.48138537009618
2768.6647419449428,116.48758222210017
2838.4775068894687,120.82676623275984
2933.1746027473746,126.71873506899283
2951.329894220008,127.8492071806595
2951.429552464241,127.85541159812601
2951.5292109072216,127.85900964294706
3027.8983631197807,130.6145953765881
3122.66673351991,134.0340863645779
3217.5034440853515,137.45432303205416
3267.4542765663145,139.25185705357035
3267.5542193102083,139.25544970507872
3267.654161928718,139.2605907010402
3312.426489411635,141.5655129700317
3407.247107078413,146.45089861625456
3502.154287663605,151.3366692400159
3597.029571063894,156.22135131141295
3690.7640427603646,161.0529737477682
3785.489648326209,165.93753745996764
3792.594768566324,166.30398394444092
3792.69446215684,166.30912581809207
3792.794155503325,166.31304506121705
3880.092214970561,169.7468949072845
3974.620600352465,173.4636780140263
4054.883677545875,176.60896837498512
4054.9836030019915,176.61287474819983
4055.0835283306915,176.61972611546116
4069.4599590237476,177.6056852234451
4164.374866597092,184.11576782547309
4258.282959009124,190.5577021991612
4353.214810588962,197.06583211521865
4383.244044697173,199.12302160305444
4383.343951328368,199.12986705375988
4383.443857972246,199.13326676058387
4448.1210543439265,201.33504796810485
4542.968888432871,204.5646477361206
4636.721390433532,207.75960698866402
4731.473769358995,210.98998193320222
4826.323315140538,214.21992813282668
4914.162293768271,217.20945438176568
